task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,per_hit,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound,probeHit,etagMatched,ttlValid,auditorBlocked,curatedFlag,frontierHit,frontierCrossFamilyAdoption,cacheHit,auditorFetchMiss,retrieval_hit,retrieval_use_hit,frontier_use_hit,provenanceHash,qcr_jaccard,frontier_jaccard
task_0001,family_00,template_00,0.25,0.5,8,B-RAG-EMBED,1,0,0,1,2450,2450,281.25,14,4750,150,120,4,1,1,0,0.9856,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.9333333333333333,0.0
task_0001,family_00,template_00,0.25,0.5,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9856,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9333333333333333,0.0
task_0001,family_00,template_00,0.25,0.5,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9856,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9333333333333333,0.0
task_0001,family_00,template_00,0.25,0.5,8,P-SPIDER-MEA-BATCHED,1,0,1,1,780,780,52.5,12,1195,150,30,8,0,0,0,0.01,0,1,1,1,1,1,1,1,0,1,0,1,0,0,02d04f11c25f8121,0.9333333333333333,1.0
task_0001,family_00,template_00,0.25,0.5,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0001,family_00,template_00,0.25,0.5,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.9785,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0001,family_00,template_00,0.25,0.5,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0001,family_00,template_00,0.25,0.5,8,NC4-ABLATION,0,1,0,0,4450,4450,550.0,17,1080,0,120,8,1,0,0,0.0477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0002,family_00,template_00,0.5,0.5,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9,0.0
task_0002,family_00,template_00,0.5,0.5,8,B-RAG-EMBED,1,0,0,1,2450,2450,281.25,14,4750,150,120,4,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.9,0.0
task_0002,family_00,template_00,0.5,0.5,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9,0.0
task_0002,family_00,template_00,0.5,0.5,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9,0.0
task_0002,family_00,template_00,0.5,0.5,8,P-SPIDER-MEA-BATCHED,1,0,0,1,820,820,57.5,12,1285,150,120,8,1,1,0,0.99,4,0,0,0,1,0,1,1,0,1,0,1,1,1,ba1877b647f770dd,0.9,1.0
task_0002,family_00,template_00,0.5,0.5,8,NC1-SHUFFLED,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0002,family_00,template_00,0.5,0.5,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.9753,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0002,family_00,template_00,0.5,0.5,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0002,family_00,template_00,0.5,0.5,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.9534,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9812,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8333333333333334,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.9812,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8333333333333334,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9812,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8333333333333334,0.0
task_0003,family_00,template_00,0.75,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9812,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8333333333333334,0.0
task_0003,family_00,template_00,0.75,1.0,8,P-SPIDER-MEA-BATCHED,1,0,0,1,780,780,52.5,12,1195,150,30,8,1,1,0,0.9517,4,0,1,1,1,0,1,1,0,1,0,1,1,1,e1050ccdb90063c8,0.8333333333333334,0.8666666666666667
task_0003,family_00,template_00,0.75,1.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0003,family_00,template_00,0.75,1.0,8,NC4-ABLATION,0,1,0,0,4450,4450,550.0,17,1080,0,120,8,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9559,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.9559,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9559,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8,0.0
task_0004,family_00,template_00,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9559,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8,0.0
task_0004,family_00,template_00,1.0,1.0,8,P-SPIDER-MEA-BATCHED,1,0,0,1,820,820,57.5,12,1285,150,120,8,1,1,0,0.99,4,0,0,0,1,0,1,1,0,1,0,1,1,1,f8e48d21f2686b4c,0.8,0.8
task_0004,family_00,template_00,1.0,1.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0004,family_00,template_00,1.0,1.0,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9578,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8444444444444444,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-RAG-EMBED,1,0,0,1,2450,2450,281.25,14,4750,150,120,4,1,1,0,0.9578,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.8444444444444444,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9578,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8444444444444444,0.0
task_0005,family_00,template_00,0.25,0.5,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9578,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8444444444444444,0.0
task_0005,family_00,template_00,0.25,0.5,8,P-SPIDER-MEA-BATCHED,1,0,0,1,820,820,57.5,12,1285,150,120,8,1,1,0,0.99,4,0,0,0,1,0,1,1,0,1,0,1,1,1,539e6cbdaebe87db,0.8444444444444444,0.8888888888888888
task_0005,family_00,template_00,0.25,0.5,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.9508,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0005,family_00,template_00,0.25,0.5,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.9531,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9521,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-RAG-EMBED,1,0,0,1,700,700,55.55555555555556,11,1350,150,120,9,1,1,0,0.9521,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-STAGEHAND-CACHE,1,0,0,1,500,500,55.55555555555556,10,1200,0,120,9,1,1,0,0.9521,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,B-TERX-REPLAY,1,0,0,1,500,500,55.55555555555556,10,1200,0,120,9,1,1,0,0.9521,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,P-SPIDER-MEA-BATCHED,1,0,0,1,920,920,62.22222222222222,13,1380,150,30,9,1,1,0,0.99,4,0,1,1,1,0,1,1,0,0,1,1,1,1,5957e6c8c68d1929,1.0,1.0
task_0006,family_01,template_01,0.0,0.0,9,NC1-SHUFFLED,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.977,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC2-RANDOM,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.9525,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0006,family_01,template_01,0.0,0.0,9,NC4-ABLATION,1,0,0,1,5000,5000,550.0,19,1200,0,120,9,1,1,0,0.9722,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.9,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9,0.0
task_0007,family_01,template_01,0.5,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.9,0.0
task_0007,family_01,template_01,0.5,0.5,9,P-SPIDER-MEA-BATCHED,1,0,0,1,870,870,56.666666666666664,13,1405,150,120,9,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,0,1,1,1,53e29b79f6fc859a,0.9,1.0
task_0007,family_01,template_01,0.5,0.5,9,NC1-SHUFFLED,0,0,1,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC2-RANDOM,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.9852,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0007,family_01,template_01,0.5,0.5,9,NC4-ABLATION,0,1,0,0,5000,5000,550.0,19,1200,0,120,9,1,0,0,0.018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,505.55555555555554,20,9270,150,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0008,family_01,template_01,0.75,1.0,9,P-SPIDER-MEA-BATCHED,1,0,1,1,870,870,56.666666666666664,13,1405,150,120,9,0,0,0,0.01,0,1,0,0,1,1,1,1,0,1,0,1,0,0,67340dc86f1f0fcc,0.8285714285714285,0.8571428571428571
task_0008,family_01,template_01,0.75,1.0,9,NC1-SHUFFLED,0,0,1,0,4550,4550,500.0,19,9120,0,120,0,0,0,0,0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC2-RANDOM,0,1,0,0,4550,4550,500.0,19,9120,0,120,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0008,family_01,template_01,0.75,1.0,9,NC4-ABLATION,1,0,0,1,5000,5000,550.0,19,1200,0,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,505.55555555555554,20,9270,150,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8285714285714285,0.0
task_0009,family_01,template_01,1.0,1.0,9,P-SPIDER-MEA-BATCHED,1,0,0,1,830,830,52.22222222222222,13,1315,150,30,9,1,1,0,0.9859,4,0,1,1,1,0,1,1,0,1,0,1,1,1,0ad2d4d832266018,0.8285714285714285,0.8571428571428571
task_0009,family_01,template_01,1.0,1.0,9,NC1-SHUFFLED,0,0,1,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.0106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC2-RANDOM,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0009,family_01,template_01,1.0,1.0,9,NC4-ABLATION,1,0,0,1,5000,5000,550.0,19,1200,0,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8928571428571428,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.8928571428571428,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8928571428571428,0.0
task_0010,family_01,template_01,0.25,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8928571428571428,0.0
task_0010,family_01,template_01,0.25,0.5,9,P-SPIDER-MEA-BATCHED,1,0,1,1,870,870,56.666666666666664,13,1405,150,120,9,0,0,0,0.01,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0709c7454bc6d425,0.8928571428571428,1.0
task_0010,family_01,template_01,0.25,0.5,9,NC1-SHUFFLED,0,0,1,0,4550,4550,500.0,19,9120,0,120,0,0,0,0,0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC2-RANDOM,0,1,0,0,4550,4550,500.0,19,9120,0,120,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0010,family_01,template_01,0.25,0.5,9,NC4-ABLATION,1,0,0,1,5000,5000,550.0,19,1200,0,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-COLD,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.8115384615384615,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,255.55555555555554,15,4870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,0.8115384615384615,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8115384615384615,0.0
task_0011,family_01,template_01,0.5,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,505.55555555555554,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.8115384615384615,0.0
task_0011,family_01,template_01,0.5,0.5,9,P-SPIDER-MEA-BATCHED,1,0,0,1,870,870,56.666666666666664,13,1405,150,120,9,1,1,0,0.9684,4,0,0,0,0,0,1,1,0,1,0,1,1,1,bc9d32379b0266fd,0.8115384615384615,0.9230769230769231
task_0011,family_01,template_01,0.5,0.5,9,NC1-SHUFFLED,0,0,1,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.0305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC2-RANDOM,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC3-LENGTH,1,0,0,1,4550,4550,500.0,19,9120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0011,family_01,template_01,0.5,0.5,9,NC4-ABLATION,1,0,0,1,5000,5000,550.0,19,1200,0,120,9,1,1,0,0.9595,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-COLD,1,0,0,1,5050,5050,505.0,21,10120,0,120,0,0,1,0,0.9637,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-RAG-EMBED,1,0,0,1,750,750,55.0,12,1470,150,120,10,1,1,0,0.9637,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-STAGEHAND-CACHE,1,0,0,1,550,550,55.0,11,1320,0,120,10,1,1,0,0.9637,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,B-TERX-REPLAY,1,0,0,1,550,550,55.0,11,1320,0,120,10,1,1,0,0.9637,4,0,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,P-SPIDER-MEA-BATCHED,1,0,0,1,1010,1010,65.0,14,1590,150,120,10,1,1,0,0.9684,4,0,0,0,1,0,1,1,0,0,1,1,1,1,ba1821a13ea40f97,1.0,1.0
task_0012,family_02,template_02,0.0,0.0,10,NC1-SHUFFLED,0,0,1,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,NC2-RANDOM,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,NC3-LENGTH,1,0,0,1,5050,5050,500.0,21,10120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0012,family_02,template_02,0.0,0.0,10,NC4-ABLATION,0,1,0,0,5550,5550,550.0,21,1320,0,120,10,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
