task_id,family_id,pool,condition,success,resolution_status,tokens,browser_calls,latency_ms,unknown,false_accept,bound_action
family_01_B_4,family_01,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_01_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_01_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_01_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_01_004"}
family_01_B_5,family_01,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_01_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_01_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_01_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_01_005"}
family_02_B_0,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_000"}
family_02_B_1,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_001"}
family_02_B_2,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_002"}
family_02_B_3,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_003"}
family_02_B_4,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_004"}
family_02_B_5,family_02,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_02_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_02_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_02_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_02_005"}
family_03_B_0,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_000"}
family_03_B_1,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_001"}
family_03_B_2,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_002"}
family_03_B_3,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_003"}
family_03_B_4,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_004"}
family_03_B_5,family_03,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_03_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_03_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_03_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_03_005"}
family_04_B_0,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_000"}
family_04_B_1,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_001"}
family_04_B_2,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_002"}
family_04_B_3,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_003"}
family_04_B_4,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_004"}
family_04_B_5,family_04,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_04_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_04_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_04_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_04_005"}
family_05_B_0,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_000"}
family_05_B_1,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_001"}
family_05_B_2,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_002"}
family_05_B_3,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_003"}
family_05_B_4,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_004"}
family_05_B_5,family_05,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_05_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_05_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_05_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_05_005"}
family_06_B_0,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_000"}
family_06_B_1,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_001"}
family_06_B_2,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_002"}
family_06_B_3,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_003"}
family_06_B_4,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_004"}
family_06_B_5,family_06,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_06_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_06_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_06_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_06_005"}
family_07_B_0,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_000"}
family_07_B_1,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_001"}
family_07_B_2,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_002"}
family_07_B_3,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_003"}
family_07_B_4,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_004"}
family_07_B_5,family_07,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_07_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_07_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_07_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_07_005"}
family_08_B_0,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_000"}
family_08_B_1,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_001"}
family_08_B_2,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_002"}
family_08_B_3,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_003"}
family_08_B_4,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_004"}
family_08_B_5,family_08,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_08_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_08_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_08_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_08_005"}
family_09_B_0,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_000"}
family_09_B_1,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_001"}
family_09_B_2,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_002"}
family_09_B_3,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_003"}
family_09_B_4,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_004"}
family_09_B_5,family_09,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_09_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_09_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_09_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_09_005"}
family_10_B_0,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_00", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_000"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_000", "X-Request-ID": "req-req-0"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_000"}
family_10_B_1,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_01", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_001"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_001", "X-Request-ID": "req-req-1"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_001"}
family_10_B_2,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_02", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_002"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_002", "X-Request-ID": "req-req-2"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_002"}
family_10_B_3,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_03", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_003"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_003", "X-Request-ID": "req-req-3"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_003"}
family_10_B_4,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_04", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_004"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_004", "X-Request-ID": "req-req-4"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_004"}
family_10_B_5,family_10,B,SPIDER,True,EXECUTABLE,50,1,0,False,False,{"body": {"product": "A_PRODUCT_00_0B_PRODUCT_10_05", "quantity": 1, "sku": "A_SKU_00_00B_SKU_10_005"}, "headers": {"X-CSRF": "A_TOKEN_00_00B_TOKEN_10_005", "X-Request-ID": "req-req-5"}, "method": "POST", "path": "https://platform_00.example.com/cart/A_SKU_00_00B_SKU_10_005"}
